"text,created_at"
"RT @TeamTrump: President @realDonaldTrump: Biden has gone so seriously far left but still doesn’t know where he is https://t.co/GDicP81QCC,06-04-2020 04:10:14"
"RT @TeamTrump: Before the plague from China America had the BEST Black unemployment rate in American history.President @realDonaldTrump…,06-04-2020 04:10:38"
"RT @TeamTrump: President @realDonaldTrump says the killing of #GeorgeFloyd is ""a terrible thing"" https://t.co/37Q5DnnDre,06-04-2020 04:10:51"
"RT @TeamTrump: Team Trump's @marc_lotter: President @realDonaldTrump will always honor peaceful protesters and will protect all Americans f…,06-04-2020 04:11:10"
"RT @parscale: 64-0.That’s the record of federal candidates in primaries or special elections after they’ve been endorsed by @realDonaldTr…,06-04-2020 04:11:29"
"RT @WhiteHouse: President @realDonaldTrump ""is the leader that can finally lead to the change and action so many in my community have been…,06-04-2020 04:13:52"
"RT @TeamTrump: Senior Advisor @LaraLeaTrump on Team Trump's #TheRightView and how the Lamestream Media doesn't give President @realDonaldTr…,06-04-2020 04:14:32"
"Great job Ted. Country is proud of you!!! https://t.co/6Mb6wp4n6C,06-04-2020 04:18:10"
"RT @DonaldJTrumpJr: Happy to announce this week's #MAGA candidates of the week are 2 GREAT military vets determined to stand up to the DC e…,06-04-2020 04:18:41"
"RT @DonaldJTrumpJr: This X 1000!!!,06-04-2020 04:20:00"
"Wow. Very impressive Josh! https://t.co/gIax8UEMp0,06-04-2020 04:25:35"
"RT @DonaldJTrumpJr: Charlamagne tha God calls out Biden's 'racist' Senate history https://t.co/8ozwT3AKRE via @nypost,06-04-2020 04:26:07"
"RT @Jim_Jordan: Democrat mayors during #coronavirus:-You can’t open your business-You can’t go to church-You can’t buy a gunDemocrat…,06-04-2020 04:27:15"
"YES! https://t.co/YK10FgOu6j,06-04-2020 04:28:35"
"RT @DonaldJTrumpJr: Rosenstein testimony today!!!Hopefully @LindseyGrahamSC brings the passion he had during the Kavanaugh hearings to th…,06-04-2020 04:29:32"
"RT @DonaldJTrumpJr: Why is @JoeBiden silent about the cold blooded murder of Captain David Dorn? Does his life not matter to Joe because it…,06-04-2020 04:29:59"
"RT @DonaldJTrumpJr: Pair of Brooklyn lawyers including Ivy League corporate attorney charged in Molotov cocktail attack on NYPD cruiser  ht…,06-04-2020 04:30:36"
"RT @DonaldJTrumpJr: This is a must watch and RT. This is the difference between the truth and the narrative the media runs with. Why won’t…,06-04-2020 04:31:05"
"RT @realDonaldTrump: Our highest respect to the family of David Dorn a Great Police Captain from St. Louis who was viciously shot and kil…,06-04-2020 04:31:40"
"RT @DonaldJTrumpJr: Here’s @CNN’s @ChrisCuomo carrying water for violent criminals burning down communities and saying that he doesn’t thin…,06-04-2020 04:32:03"
"RT @DonaldJTrumpJr: My father will always stand up for our country and everyone in it. Thank you for your service in the Marines! 🇺🇸🇺🇸🇺🇸,06-04-2020 04:32:20"
"RT @TimMurtaugh: For nearly a whole day the media reported the use of tear gas in DC’s Lafayette Park with no evidence.We now know it wa…,06-04-2020 04:33:24"
"RT @DonaldJTrumpJr: Must watch video destroying the media’s BS narrative that those rioting looting and burning down communities are “most…,06-04-2020 04:33:46"
"RT @DonaldJTrumpJr: Terrible!!! https://t.co/k79LVWhAxQ,06-04-2020 04:34:00"
"RT @RealJamesWoods: The “protesters” who injured 50 Secret Service law enforcement personnel and set St. John’s Church ablaze? Those protes…,06-04-2020 04:34:50"
"RT @thebradfordfile: LOL. Joe Biden told a black man to his face ""you ain't black"" like a week ago--and now he's going to end racism in Ame…,06-04-2020 04:34:59"
"RT @dougmillsnyt: .@realDonaldTrump &amp; @FLOTUS  during a wreath laying ceremony arrive at Saint John Paul II National Shrine in Washington…,06-04-2020 10:10:37"
"Caught! https://t.co/6Mb6wp4n6C,06-04-2020 10:16:12"
"Nasty! https://t.co/GFyNogk9Oa,06-04-2020 10:17:31"
"This Witch Hunt should never have begun! https://t.co/zG9A34fSaO,06-04-2020 10:21:28"
"Unfair! https://t.co/doIHT3qOFo,06-04-2020 10:22:59"
"Thank you Matt! https://t.co/2PT6IFNBAc,06-04-2020 10:24:23"
"Good work Ted! https://t.co/N2tmgXhHOn,06-04-2020 10:27:06"
"Section 230! https://t.co/FiZqppRLiI,06-04-2020 10:29:45"
"Great Book. Make Charlie Number One Again! https://t.co/fG7YXOCk9R,06-04-2020 10:31:37"
"RT @charliekirk11: Drew Brees did more for Black Americans after Hurricane Katrina than Obama ever did in 8 years as President of the Unite…,06-04-2020 10:31:53"
"Interesting! https://t.co/ShU4cY2ez8,06-04-2020 10:34:25"
"RT @charliekirk11: Congratulations to President Trump for going 64-0 on federal primary endorsement victories this cycle. ZERO losses!P…,06-04-2020 10:34:41"
"RT @charliekirk11: Obama will go down as one of the worst Presidents in American history.,06-04-2020 10:35:36"
"RT @charliekirk11: Captain David Dorn was murdered by looters early Tuesday morningHe was a retired 77 year-old black police officer gua…,06-04-2020 10:35:54"
"RT @charliekirk11: Let me get this straight:Nancy Pelosi won’t let Congress get back to work because of a lack of social distancing...Y…,06-04-2020 10:36:12"
"RT @charliekirk11: Fact:Four police officers were shot in St. Louis on TuesdayAnd every single rioter and looter who destroyed the city…,06-04-2020 10:36:39"
"RT @charliekirk11: Did you know:Over 400 violent looters arrested in New York City are set to be immediately let back out on the streets…,06-04-2020 10:37:54"
"RT @charliekirk11: Joe Biden—44 years in officeChuck Schumer—39 years in officeNancy Pelosi—33 years in officeMaxine Waters—29 years…,06-04-2020 10:39:02"
"RT @charliekirk11: Did you know:Race discrimination charges filed with the Equal Employment Opportunity Commission just reached 25-year h…,06-04-2020 10:39:57"
"RT @charliekirk11: If ""White Privilege"" existed why did Elizabeth Warren have to lie about being a Native American to get ahead in life?🤔,06-04-2020 10:40:31"
"No. Roger was a victim of a corrupt and illegal Witch Hunt one which will go down as the greatest political crime in history. He can sleep well at night! https://t.co/HHg24tcZrx,06-04-2020 10:48:03"
"So many people hurt! https://t.co/DFxzGrHs5V,06-04-2020 10:50:00"
"How are they doing together? https://t.co/Orikyic1ia,06-04-2020 10:51:11"
"Mueller should have never been appointed although he did prove that I must be the most honest man in America! https://t.co/JjrTV2FKEt,06-04-2020 10:54:16"
"True! https://t.co/pX37JvccM7,06-04-2020 10:54:52"
"RT @benfergusonshow: FOR THE DEMOCRATS WHO KEEP TALKING ABOUT “ABUSE OF POWER” THIS IS WHAT IT ACTUALLY LOOKS LIKE!,06-04-2020 10:55:24"
"RT @benfergusonshow: Thanks you @kayleighmcenany for stating the facts on this one:  https://t.co/K0Mj1CCpzX,06-04-2020 10:55:51"
"RT @dbongino: Possible the most accurate review of my podcast I’ve ever seen. Lol 👇🏻👇🏻 https://t.co/UFUO2Ync8l,06-04-2020 10:56:20"
"RT @dbongino: This Mazie Hirono faceplant is epic. She thinks she’s going to hit Trump but gets Rosenstein to admit that obstruction was a…,06-04-2020 10:56:42"
"RT @KDORR_USA: In ‘08 it took over 2 months to make 800k payments to Americans.Today @USTreasury announced it made 159 MILLION Economic…,06-04-2020 10:57:08"
"RT @DonaldJTrumpJr: Joe China. #BeijingBiden,06-04-2020 10:57:36"
"The Fake Newspaper! https://t.co/X6LEqpQeBc,06-04-2020 10:58:17"
"LAW &amp; ORDER!,06-04-2020 10:58:41"
"MAKE AMERICA GREAT AGAIN!,06-04-2020 10:59:50"
"Disgraceful! https://t.co/K5YEpOzvL5,06-04-2020 12:38:46"
"RT @realDonaldTrump: ...His primary strength was not military but rather personal public relations. I gave him a new life things to do a…,06-04-2020 12:40:43"
"RT @realDonaldTrump: Probably the only thing Barack Obama &amp; I have in common is that we both had the honor of firing Jim Mattis the world’…,06-04-2020 12:40:50"
"RT @realDonaldTrump: If you watch Fake News @CNN or MSDNC you would think that the killers terrorists arsonists anarchists thugs hood…,06-04-2020 12:42:44"
"RT @realDonaldTrump: LAW &amp; ORDER!,06-04-2020 13:03:43"
"RT @realDonaldTrump: MAKE AMERICA GREAT AGAIN!,06-04-2020 13:03:51"
"Please let this serve as my Complete and Total Endorsement of a great fighter and ally in North Carolina @LyndaBennettNC. She is strong on Crime Borders Military our Great Vets &amp; 2A. She will be a great help to me in DC. EARLY VOTING STARTS TODAY. We need Lynda Bennett! #NC11,06-04-2020 14:37:56"
"I am to happy announce that Navy Veteran Michael White who has been detained by Iran for 683 days is on a Swiss plane that just left Iranian Airspace. We expect him to be home with his family in America very soon....,06-04-2020 15:26:05"
"....I will never stop working to secure the release of all Americans held hostage overseas! Thank you Switzerland for your great assistance.,06-04-2020 15:26:05"
"RT @SteveGuest: This hasn’t received enough coverage: @realDonaldTrump has an undefeated record of candidate endorsements this cycle.http…,06-04-2020 17:33:06"
"The Radical Left Democrats new theme is “Defund the Police”. Remember that when you don’t want Crime especially against you and your family. This is where Sleepy Joe is being dragged by the socialists. I am the complete opposite more money for Law Enforcement! #LAWANDORDER,06-04-2020 20:08:28"
"I just got off the phone with former American hostage Michael White who is now in Zurich after being released from Iran. He will be on a U.S. plane shortly and is COMING HOME...,06-04-2020 22:28:03"
"...to the UNITED STATES! We have now brought more than 40 American hostages and detainees back home since I took office. Thank you to Iran it shows a deal is possible!,06-04-2020 22:28:04"
"YOU DON’T BURN CHURCHES IN AMERICA!,06-04-2020 22:28:54"
"I thought this letter from respected retired Marine and Super Star lawyer John Dowd would be of interest to the American People. Read it! https://t.co/I5tjysckZh,06-04-2020 22:44:41"
"Congratulations to Michael Pack! Nobody has any idea what a big victory this is for America. Why? Because he is going to be running the VOICE OF AMERICA (@VOANews) and everything associated with it...,06-04-2020 22:49:53"
"...Michael is Tough Smart and Loves our Country. This has been a big battle in Congress for 25 years. Thank you to our Great Republican Senate! @SenateCloakroom,06-04-2020 22:49:54"
"The problem is not the very talented low-flying helicopter pilots wanting to save our city the problem is the arsonists looters criminals and anarchists wanting to destroy it (and our Country)!,06-04-2020 22:58:05"
"John Kelly didn’t know I was going to fire James Mattis nor did he have any knowledge of my asking for a letter of resignation. Why would I tell him he was not...,06-04-2020 23:16:32"
"...in my inner-circle was totally exhausted by the job and in the end just slinked away into obscurity. They all want to come back for a piece of the limelight!,06-04-2020 23:16:33"
"The problem with asking for someone to give you a letter of resignation which you do as a courtesy to help them save face is that it is then harder to say you fired them. I did fire James Mattis. He was no good for Obama who fired him also and was no good for me!,06-04-2020 23:20:20"
"Great to be with our wonderful Men and Women of the @SecretService. What a job they are doing! https://t.co/QEBvy1JdUp,06-04-2020 23:26:11"
"“Police Groups Break With Biden” @politico His handlers want him to “Defund the Police.” I want more money for Law Enforcement!,06-04-2020 23:32:01"
"Few people know where they’ll be in two years from now but I do in the Great State of Alaska (which I love) campaigning against Senator Lisa Murkowski. She voted against HealthCare Justice Kavanaugh and much else...,06-04-2020 23:36:08"
"...Unrelated I gave Alaska ANWR major highways and more. Get any candidate ready good or bad I don’t care I’m endorsing. If you have a pulse I’m with you!,06-04-2020 23:36:08"
"Sleepy Joe Biden’s 1994 Crime Bill was a total disaster. It was mass incarceration for Black people many of them innocent. I did Criminal Justice Reform something Obama &amp; Biden didn’t even try to do - &amp; couldn’t do even if they did try. Biden can never escape his Crime Bill!,06-05-2020 01:57:24"
"A must watch! https://t.co/C353Vw7qWh,06-05-2020 02:16:06"
"RT @ObamaMalik: OMG! WTH! Can you imagine ⁦@JoeBiden⁩ being @POTUS? He can’t answer a simple question or make a simple statement even with…,06-05-2020 02:18:49"
"So great to have Michael home. Just arrived. Very exciting. Thank you to Iran. Don’t wait until after U.S. Election to make the Big deal. I’m going to win. You’ll make a better deal now! https://t.co/OGJU2VWBWq,06-05-2020 05:21:09"
"RT @SenateGOP: Conference Chairman @SenJohnBarrasso:Our nation needs to listen to the voices of African Americans about police brutality.…,06-05-2020 11:31:09"
"RT @SenateGOP: Listen.Learn.Heal.America: Let's stand together. Let's do better. https://t.co/wNt3ip2JFE,06-05-2020 11:31:20"
"RT @SmallBizCmte: A #PPPloan enabled a woman-owned #smallbiz in #Jupiter #Florida to rehire all its employees &amp; offer free house cleaning s…,06-05-2020 11:31:34"
"RT @SteveDaines: My bipartisan bill increasing flexibility for the #PPP is on its way to @realDonaldTrump's desk.  This is about relief for…,06-05-2020 11:31:45"
"RT @GrassleyPress: Yesterday the Senate passed the #PPP Flexibility Act of 2020. Here’s what you need to know:- The loan forgiveness per…,06-05-2020 11:32:06"
